Protein	Annotation	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Succinate_1 Spectral Count	Succinate_2 Spectral Count	Succinate_3 Spectral Count	PELW_1 Spectral Count	PELW_2 Spectral Count	PELW_3 Spectral Count	Succinate_1 Unique Spectral Count	Succinate_2 Unique Spectral Count	Succinate_3 Unique Spectral Count	PELW_1 Unique Spectral Count	PELW_2 Unique Spectral Count	PELW_3 Unique Spectral Count	Succinate_1 Total Spectral Count	Succinate_2 Total Spectral Count	Succinate_3 Total Spectral Count	PELW_1 Total Spectral Count	PELW_2 Total Spectral Count	PELW_3 Total Spectral Count	Succinate_1 Intensity	Succinate_2 Intensity	Succinate_3 Intensity	PELW_1 Intensity	PELW_2 Intensity	PELW_3 Intensity	Succinate_1 MaxLFQ Intensity	Succinate_2 MaxLFQ Intensity	Succinate_3 MaxLFQ Intensity	PELW_1 MaxLFQ Intensity	PELW_2 MaxLFQ Intensity	PELW_3 MaxLFQ Intensity	Indistinguishable Proteins
RhASF-10_1_1672	RhASF-10_1_1672 rank: C; uncharacterized protein (db=kegg)	RhASF-10_1_1672 rank: C; uncharacterized protein (db=kegg)		402			RhASF-10_1_1672 rank: C; uncharacterized protein (db=kegg)	1.0	0.999	12	79	79	79	6	11	14	18	12	18	6	11	14	18	12	18	6	11	14	18	12	18	150871.47	186399.98	133479.81	268110.78	211229.38	249584.1	23602.588	24728.344	25738.248	36056.992	31580.139	34905.496	
RhASF-10_1_1673	RhASF-10_1_1673 rank: C; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363] (db=kegg)	RhASF-10_1_1673 rank: C; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363] (db=kegg)		496			RhASF-10_1_1673 rank: C; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363] (db=kegg)	1.0	0.999	12	125	125	125	19	25	24	17	20	20	19	25	24	17	20	20	19	25	24	17	20	20	313594.22	253977.17	324613.38	291968.7	262061.0	307630.5	49827.62	50926.465	52353.832	48623.98	44449.566	47725.984	
RhASF-10_1_1674	RhASF-10_1_1674 rank: E	RhASF-10_1_1674 rank: E		159			RhASF-10_1_1674 rank: E	0.9998	0.999	3	3	3	3	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	2	1	144587.47	122208.97	0.0	48679.348	82560.41	74476.79	0.0	0.0	0.0	0.0	0.0	0.0	
RhASF-10_1_1675	RhASF-10_1_1675 rank: C; thymidylate synthase (FAD) [EC:2.1.1.148] (db=kegg)	RhASF-10_1_1675 rank: C; thymidylate synthase (FAD) [EC:2.1.1.148] (db=kegg)		250			RhASF-10_1_1675 rank: C; thymidylate synthase (FAD) [EC:2.1.1.148] (db=kegg)	1.0	0.999	9	71	71	71	14	21	8	5	13	10	14	21	8	5	13	10	14	21	8	5	13	10	435736.88	501578.84	473563.66	134210.78	349836.75	131629.5	156625.9	162929.47	160914.14	120565.21	132633.06	116925.875	
RhASF-10_1_1676	RhASF-10_1_1676 rank: C; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] (db=kegg)	RhASF-10_1_1676 rank: C; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] (db=kegg)		302			RhASF-10_1_1676 rank: C; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] (db=kegg)	1.0	0.999	12	315	315	315	50	63	51	55	47	49	50	63	51	55	47	49	50	63	51	55	47	49	2635292.0	2758018.0	2680834.8	2623354.5	1952412.9	2549468.2	556224.7	579397.94	564247.44	519505.38	406560.72	523232.1	
RhASF-10_1_1677	RhASF-10_1_1677 rank: C; ribonuclease J [EC:3.1.-.-] (db=kegg)	RhASF-10_1_1677 rank: C; ribonuclease J [EC:3.1.-.-] (db=kegg)		621			RhASF-10_1_1677 rank: C; ribonuclease J [EC:3.1.-.-] (db=kegg)	1.0	0.999	31	462	462	462	83	79	83	76	67	74	83	79	83	76	67	74	83	79	83	76	67	74	4499242.0	4555898.0	4511530.0	3775948.2	4244614.5	3724228.5	631141.25	630321.94	626851.6	530675.1	514754.78	505983.78	
RhASF-10_1_1679	RhASF-10_1_1679 rank: D; Mycothiol maleylpyruvate isomerase N-terminal domain [PF11716.13] (db=pfam)	RhASF-10_1_1679 rank: D; Mycothiol maleylpyruvate isomerase N-terminal domain [PF11716.13] (db=pfam)		219			RhASF-10_1_1679 rank: D; Mycothiol maleylpyruvate isomerase N-terminal domain [PF11716.13] (db=pfam)	1.0	0.999	8	137	137	137	21	21	30	15	32	18	21	21	30	15	32	18	21	21	30	15	32	18	462709.25	508225.6	526508.1	526850.6	628711.0	549346.56	129544.36	127465.63	134334.2	136021.52	143803.77	149558.52	
RhASF-10_1_1680	RhASF-10_1_1680 rank: C; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family (db=kegg)	RhASF-10_1_1680 rank: C; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family (db=kegg)		799			RhASF-10_1_1680 rank: C; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family (db=kegg)	1.0	0.999	27	227	227	227	44	71	56	16	20	20	44	71	56	16	20	20	44	71	56	16	20	20	1298048.1	1471430.6	1190453.1	370386.75	213589.45	396417.3	130440.28	136835.9	123988.01	39453.42	31650.436	38218.97	
RhASF-10_1_1681	RhASF-10_1_1681 rank: C; uncharacterized protein (db=kegg)	RhASF-10_1_1681 rank: C; uncharacterized protein (db=kegg)		94			RhASF-10_1_1681 rank: C; uncharacterized protein (db=kegg)	1.0	0.999	6	159	159	159	31	26	28	27	25	22	31	26	28	27	25	22	31	26	28	27	25	22	1456100.9	1450409.9	1468218.6	1324129.4	1372633.1	1140665.2	475761.12	448411.3	455944.25	458054.03	427522.16	326697.97	
RhASF-10_1_1682	RhASF-10_1_1682 rank: C; amino-acid N-acetyltransferase [EC:2.3.1.1] (db=kegg)	RhASF-10_1_1682 rank: C; amino-acid N-acetyltransferase [EC:2.3.1.1] (db=kegg)		195			RhASF-10_1_1682 rank: C; amino-acid N-acetyltransferase [EC:2.3.1.1] (db=kegg)	1.0	0.999	7	50	50	50	9	10	7	6	8	10	9	10	7	6	8	10	9	10	7	6	8	10	162087.42	157680.67	157475.69	162304.48	123944.29	153254.66	55754.043	49481.297	53321.957	56850.355	52417.23	52709.938	
RhASF-10_1_1683	RhASF-10_1_1683 rank: C; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5] (db=kegg)	RhASF-10_1_1683 rank: C; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5] (db=kegg)		229			RhASF-10_1_1683 rank: C; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5] (db=kegg)	1.0	0.999	4	42	42	42	8	9	9	7	4	5	8	9	9	7	4	5	8	9	9	7	4	5	150498.67	154009.48	149890.33	175805.98	177252.73	170934.16	103476.12	107308.46	108844.445	117988.41	94234.72	96351.87	
RhASF-10_1_1685	RhASF-10_1_1685 rank: C; phage shock protein A (db=kegg)	RhASF-10_1_1685 rank: C; phage shock protein A (db=kegg)		269			RhASF-10_1_1685 rank: C; phage shock protein A (db=kegg)	1.0	0.999	19	517	517	517	128	56	107	65	101	60	128	56	107	65	101	60	128	56	107	65	101	60	3803744.5	1082519.8	3255976.2	1498315.0	3315422.5	1429987.2	413494.16	114792.12	352758.6	168913.89	391676.5	155893.62	
RhASF-10_1_1686	RhASF-10_1_1686 rank: E	RhASF-10_1_1686 rank: E		199			RhASF-10_1_1686 rank: E	1.0	0.999	7	51	51	51	11	14	10	5	3	8	11	14	10	5	3	8	11	14	10	5	3	8	132832.4	136404.02	127713.44	60166.17	26223.234	116743.18	30479.783	30826.791	30340.545	19480.195	16197.118	25258.451	
RhASF-10_1_1688	RhASF-10_1_1688 rank: C; diacylglycerol kinase (ATP) [EC:2.7.1.107] (db=kegg)	RhASF-10_1_1688 rank: C; diacylglycerol kinase (ATP) [EC:2.7.1.107] (db=kegg)		298			RhASF-10_1_1688 rank: C; diacylglycerol kinase (ATP) [EC:2.7.1.107] (db=kegg)	1.0	0.999	5	28	28	28	2	0	0	11	6	9	2	0	0	11	6	9	2	0	0	11	6	9	32210.398	24673.654	37851.777	92057.06	86158.75	94706.98	12336.511	11009.692	12118.798	26423.15	27785.312	27799.203	
RhASF-10_1_1689	RhASF-10_1_1689 rank: D; Bacterial regulatory proteins, tetR family [PF00440.28] (db=pfam)	RhASF-10_1_1689 rank: D; Bacterial regulatory proteins, tetR family [PF00440.28] (db=pfam)		212			RhASF-10_1_1689 rank: D; Bacterial regulatory proteins, tetR family [PF00440.28] (db=pfam)	1.0	0.999	9	68	68	68	5	5	7	17	21	13	5	5	7	17	21	13	5	5	7	17	21	13	78847.98	65645.234	86631.59	541510.1	258461.02	440145.94	39985.773	38923.04	44564.094	93277.67	96566.875	87603.58	
RhASF-10_1_169	RhASF-10_1_169 rank: D; Hsp70 protein [PF00012.25] (db=pfam)	RhASF-10_1_169 rank: D; Hsp70 protein [PF00012.25] (db=pfam)		468			RhASF-10_1_169 rank: D; Hsp70 protein [PF00012.25] (db=pfam)	1.0	0.999	9	45	45	45	4	13	9	4	8	7	4	13	9	4	8	7	4	13	9	4	8	7	149034.08	158914.73	150165.69	90921.54	53469.336	93779.45	37239.59	41531.09	38694.11	22691.73	22285.662	24463.639	
RhASF-10_1_1690	RhASF-10_1_1690 rank: D; Erythromycin biosynthesis protein CIII-like, C-terminal domain [PF06722.17]; Glycosyltransferase family 28 C-terminal domain [PF04101.21]; UDP-glucoronosyl and UDP-glucosyl transferase [PF00201.23]; Erythromycin biosynthesis protein CIII-like, N-terminal domain [PF21036.2] (db=pfam)	RhASF-10_1_1690 rank: D; Erythromycin biosynthesis protein CIII-like, C-terminal domain [PF06722.17]; Glycosyltransferase family 28 C-terminal domain [PF04101.21]; UDP-glucoronosyl and UDP-glucosyl transferase [PF00201.23]; Erythromycin biosynthesis protein CIII-like, N-terminal domain [PF21036.2] (db=pfam)		386			RhASF-10_1_1690 rank: D; Erythromycin biosynthesis protein CIII-like, C-terminal domain [PF06722.17]; Glycosyltransferase family 28 C-terminal domain [PF04101.21]; UDP-glucoronosyl and UDP-glucosyl transferase [PF00201.23]; Erythromycin biosynthesis protein CIII-like, N-terminal domain [PF21036.2] (db=pfam)	1.0	0.999	13	162	162	162	29	29	24	32	22	26	29	29	24	32	22	26	29	29	24	32	22	26	205774.84	207643.8	207042.62	330381.47	346783.5	260823.4	40150.945	42218.082	42063.18	55485.277	50813.047	52577.59	
RhASF-10_1_1692	RhASF-10_1_1692 rank: C; recombination protein RecA (db=kegg)	RhASF-10_1_1692 rank: C; recombination protein RecA (db=kegg)		345			RhASF-10_1_1692 rank: C; recombination protein RecA (db=kegg)	1.0	0.999	27	553	553	553	130	127	117	57	61	61	130	127	117	57	61	61	130	127	117	57	61	61	7408542.0	7364791.0	6658782.0	2112218.5	1844895.8	2059652.5	902969.4	875227.75	785492.25	245966.95	260319.92	250730.1	
RhASF-10_1_1693	RhASF-10_1_1693 rank: C; regulatory protein (db=kegg)	RhASF-10_1_1693 rank: C; regulatory protein (db=kegg)		183			RhASF-10_1_1693 rank: C; regulatory protein (db=kegg)	0.9998	0.999	2	15	15	15	2	2	6	0	1	4	2	2	6	0	1	4	2	2	6	0	1	4	37683.33	38144.79	34286.703	24892.203	12922.066	36012.305	26070.576	26213.297	23608.018	15135.423	0.0	23678.004	
RhASF-10_1_1694	RhASF-10_1_1694 rank: C; glutamate transport system permease protein (db=kegg)	RhASF-10_1_1694 rank: C; glutamate transport system permease protein (db=kegg)		291			RhASF-10_1_1694 rank: C; glutamate transport system permease protein (db=kegg)	0.9998	0.999	2	22	22	22	5	3	3	3	3	5	5	3	3	3	3	5	5	3	3	3	3	5	45586.336	42271.156	41974.668	58740.746	34793.984	80139.86	25868.188	24453.008	23638.387	34223.336	20167.713	46527.742	
RhASF-10_1_1695	RhASF-10_1_1695 rank: C; glutamate transport system permease protein (db=kegg)	RhASF-10_1_1695 rank: C; glutamate transport system permease protein (db=kegg)		225			RhASF-10_1_1695 rank: C; glutamate transport system permease protein (db=kegg)	1.0	0.999	6	68	68	68	11	13	11	11	10	12	11	13	11	11	10	12	11	13	11	11	10	12	343843.44	362792.47	326045.84	496088.1	644854.8	561492.44	231494.86	244121.45	224770.17	245631.98	351050.78	350043.62	
RhASF-10_1_1696	RhASF-10_1_1696 rank: C; glutamate transport system substrate-binding protein (db=kegg)	RhASF-10_1_1696 rank: C; glutamate transport system substrate-binding protein (db=kegg)		276			RhASF-10_1_1696 rank: C; glutamate transport system substrate-binding protein (db=kegg)	1.0	0.999	14	933	933	933	138	144	143	179	161	168	138	144	143	179	161	168	138	144	143	179	161	168	1.0021209E7	9871461.0	1.1023271E7	1.9040962E7	1.7626698E7	2.0145434E7	2110856.0	2028653.5	2227217.2	3878607.0	3360328.2	3983868.0	
RhASF-10_1_1697	RhASF-10_1_1697 rank: C; glutamate transport system ATP-binding protein [EC:7.4.2.1] (db=kegg)	RhASF-10_1_1697 rank: C; glutamate transport system ATP-binding protein [EC:7.4.2.1] (db=kegg)		260			RhASF-10_1_1697 rank: C; glutamate transport system ATP-binding protein [EC:7.4.2.1] (db=kegg)	1.0	0.999	13	623	598	623	94	110	109	96	100	114	92	106	105	93	97	105	94	110	109	96	100	114	3446270.8	3520512.8	3667890.8	6338346.5	5315936.5	6935633.5	569226.44	563891.2	603222.5	978484.1	1088408.4	1040262.3	
RhASF-10_1_1698	RhASF-10_1_1698 rank: C; tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3] (db=kegg)	RhASF-10_1_1698 rank: C; tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3] (db=kegg)		518			RhASF-10_1_1698 rank: C; tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3] (db=kegg)	1.0	0.999	16	148	148	148	32	41	32	12	17	14	32	41	32	12	17	14	32	41	32	12	17	14	736304.6	705060.3	755282.94	272165.94	242125.0	274918.9	159722.88	163682.53	156993.73	57942.445	56738.395	57118.97	
RhASF-10_1_1699	RhASF-10_1_1699 rank: E	RhASF-10_1_1699 rank: E		195			RhASF-10_1_1699 rank: E	1.0	0.999	3	32	32	32	4	5	7	5	5	6	4	5	7	5	5	6	4	5	7	5	5	6	76821.43	73436.125	78814.23	54416.6	76230.79	74015.63	59414.926	56221.52	59083.355	49124.48	60325.23	54619.633	
RhASF-10_1_17	RhASF-10_1_17 rank: E	RhASF-10_1_17 rank: E		340			RhASF-10_1_17 rank: E	1.0	0.999	15	102	102	102	4	8	4	32	26	28	4	8	4	32	26	28	4	8	4	32	26	28	147592.47	159132.03	152246.81	621173.6	569531.75	617865.25	47030.285	50110.504	48462.87	270865.2	238355.03	238829.78	
RhASF-10_1_170	RhASF-10_1_170 rank: D; Hsp70 protein [PF00012.25] (db=pfam)	RhASF-10_1_170 rank: D; Hsp70 protein [PF00012.25] (db=pfam)		649			RhASF-10_1_170 rank: D; Hsp70 protein [PF00012.25] (db=pfam)	1.0	0.999	16	224	224	224	47	57	46	24	22	28	47	57	46	24	22	28	47	57	46	24	22	28	835528.25	827171.06	818027.9	413038.9	220451.02	450935.8	144911.89	146007.12	144371.25	71672.62	54618.965	81438.88	
RhASF-10_1_1700	RhASF-10_1_1700 rank: D; Domain of Unknown Function (DUF349) [PF03993.17] (db=pfam)	RhASF-10_1_1700 rank: D; Domain of Unknown Function (DUF349) [PF03993.17] (db=pfam)		489			RhASF-10_1_1700 rank: D; Domain of Unknown Function (DUF349) [PF03993.17] (db=pfam)	1.0	0.999	30	601	601	601	95	82	100	114	97	113	95	82	100	114	97	113	95	82	100	114	97	113	3838644.0	3271216.5	4051997.2	7046458.0	5325047.0	6328033.0	410199.1	352212.34	434040.4	726509.94	738272.9	660721.1	
RhASF-10_1_1701	RhASF-10_1_1701 rank: E	RhASF-10_1_1701 rank: E		243			RhASF-10_1_1701 rank: E	1.0	0.999	8	93	93	93	14	16	16	15	16	16	14	16	16	15	16	16	14	16	16	15	16	16	318966.38	331622.16	345955.16	383575.6	284248.47	368225.78	80557.61	82484.49	89207.87	94446.445	82210.44	89051.22	
RhASF-10_1_1702	RhASF-10_1_1702 rank: C; tRNA dimethylallyltransferase [EC:2.5.1.75] (db=kegg)	RhASF-10_1_1702 rank: C; tRNA dimethylallyltransferase [EC:2.5.1.75] (db=kegg)		309			RhASF-10_1_1702 rank: C; tRNA dimethylallyltransferase [EC:2.5.1.75] (db=kegg)	1.0	0.999	9	107	107	107	17	23	17	13	17	20	17	23	17	13	17	20	17	23	17	13	17	20	153359.77	167068.03	157467.84	163915.48	156808.05	205668.92	42581.44	45188.734	44278.105	41534.652	35736.61	47408.54	
RhASF-10_1_1703	RhASF-10_1_1703 rank: C; diaminopimelate epimerase [EC:5.1.1.7] (db=kegg)	RhASF-10_1_1703 rank: C; diaminopimelate epimerase [EC:5.1.1.7] (db=kegg)		289			RhASF-10_1_1703 rank: C; diaminopimelate epimerase [EC:5.1.1.7] (db=kegg)	1.0	0.999	10	112	112	112	16	19	20	15	19	23	16	19	20	15	19	23	16	19	20	15	19	23	503361.5	516294.1	510017.28	489077.34	476234.8	476752.38	176162.03	181357.58	170427.28	179164.3	185029.0	162966.17	
RhASF-10_1_1704	RhASF-10_1_1704 rank: C; GTPase (db=kegg)	RhASF-10_1_1704 rank: C; GTPase (db=kegg)		516			RhASF-10_1_1704 rank: C; GTPase (db=kegg)	1.0	0.999	15	220	220	220	47	40	47	23	31	32	47	40	47	23	31	32	47	40	47	23	31	32	695767.56	705205.3	681355.0	579991.1	593061.94	610091.0	115736.77	111867.63	109371.69	91045.625	98113.07	96356.336	
RhASF-10_1_1705	RhASF-10_1_1705 rank: E	RhASF-10_1_1705 rank: E		367			RhASF-10_1_1705 rank: E	1.0	0.999	2	10	10	10	1	1	2	1	4	1	1	1	2	1	4	1	1	1	2	1	4	1	22411.717	12990.106	15212.133	36511.95	45508.316	24712.701	14951.109	0.0	0.0	20011.557	22133.63	16417.691	
RhASF-10_1_1706	RhASF-10_1_1706 rank: D; PTS HPr component phosphorylation site [PF00381.24] (db=pfam)	RhASF-10_1_1706 rank: D; PTS HPr component phosphorylation site [PF00381.24] (db=pfam)		85			RhASF-10_1_1706 rank: D; PTS HPr component phosphorylation site [PF00381.24] (db=pfam)	1.0	0.999	3	175	175	175	33	21	21	21	37	42	33	21	21	21	37	42	33	21	21	21	37	42	676560.0	590615.1	665697.25	1515066.2	1444450.9	1538201.9	338836.34	288915.1	334757.56	784846.1	728743.7	728609.75	
RhASF-10_1_1707	RhASF-10_1_1707 rank: C; fructose PTS system EIIBC or EIIC component [EC:2.7.1.202] (db=kegg)	RhASF-10_1_1707 rank: C; fructose PTS system EIIBC or EIIC component [EC:2.7.1.202] (db=kegg)		681			RhASF-10_1_1707 rank: C; fructose PTS system EIIBC or EIIC component [EC:2.7.1.202] (db=kegg)	1.0	0.999	20	635	635	635	72	75	74	133	134	147	72	75	74	133	134	147	72	75	74	133	134	147	1603982.9	1589279.0	1724999.1	6507748.5	4665891.5	6290426.0	187941.69	183371.64	193479.1	677888.0	452242.12	641937.56	
RhASF-10_1_1708	RhASF-10_1_1708 rank: C; 1-phosphofructokinase [EC:2.7.1.56] (db=kegg)	RhASF-10_1_1708 rank: C; 1-phosphofructokinase [EC:2.7.1.56] (db=kegg)		336			RhASF-10_1_1708 rank: C; 1-phosphofructokinase [EC:2.7.1.56] (db=kegg)	1.0	0.999	10	125	125	125	15	12	12	37	21	28	15	12	12	37	21	28	15	12	12	37	21	28	298769.16	257251.94	307834.75	1091790.1	1047850.1	1140771.5	76026.04	70227.56	87561.12	255874.19	173114.42	284483.28	
RhASF-10_1_1709	RhASF-10_1_1709 rank: C; DeoR family transcriptional regulator, fructose operon transcriptional repressor (db=kegg)	RhASF-10_1_1709 rank: C; DeoR family transcriptional regulator, fructose operon transcriptional repressor (db=kegg)		255			RhASF-10_1_1709 rank: C; DeoR family transcriptional regulator, fructose operon transcriptional repressor (db=kegg)	1.0	0.999	15	108	108	108	5	3	4	37	20	39	5	3	4	37	20	39	5	3	4	37	20	39	66859.03	52082.945	54168.504	699511.1	493473.06	704756.0	20248.404	16821.102	19612.129	94292.734	83207.24	88333.76	
RhASF-10_1_171	RhASF-10_1_171 rank: C; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein (db=kegg)	RhASF-10_1_171 rank: C; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein (db=kegg)		174			RhASF-10_1_171 rank: C; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein (db=kegg)	1.0	0.999	3	38	38	38	3	3	7	7	7	11	3	3	7	7	7	11	3	3	7	7	7	11	43089.52	39729.867	48712.64	65879.1	64631.98	64902.43	17832.043	17061.324	19986.979	25623.748	27724.984	25448.998	
RhASF-10_1_1710	RhASF-10_1_1710 rank: D; PEP-utilising enzyme, PEP-binding domain [PF02896.23]; PEP-utilising enzyme, mobile domain [PF00391.28]; PEP-utilising enzyme, N-terminal [PF05524.18] (db=pfam)	RhASF-10_1_1710 rank: D; PEP-utilising enzyme, PEP-binding domain [PF02896.23]; PEP-utilising enzyme, mobile domain [PF00391.28]; PEP-utilising enzyme, N-terminal [PF05524.18] (db=pfam)		576			RhASF-10_1_1710 rank: D; PEP-utilising enzyme, PEP-binding domain [PF02896.23]; PEP-utilising enzyme, mobile domain [PF00391.28]; PEP-utilising enzyme, N-terminal [PF05524.18] (db=pfam)	1.0	0.999	27	708	708	708	65	67	65	160	184	167	65	67	65	160	184	167	65	67	65	160	184	167	1159291.1	1238977.5	1405255.5	7767858.5	5577969.5	7421890.0	162347.84	163109.84	179316.48	929845.06	670271.75	894451.44	
RhASF-10_1_1711	RhASF-10_1_1711 rank: D; Permease family [PF00860.25] (db=pfam)	RhASF-10_1_1711 rank: D; Permease family [PF00860.25] (db=pfam)		423			RhASF-10_1_1711 rank: D; Permease family [PF00860.25] (db=pfam)	1.0	0.999	4	76	76	76	16	15	15	9	10	11	16	15	15	9	10	11	16	15	15	9	10	11	318096.22	329867.28	354729.16	332567.53	230951.23	355337.4	235889.45	235091.33	248528.92	248847.88	179559.8	234934.11	
RhASF-10_1_1712	RhASF-10_1_1712 rank: C; long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8] (db=kegg)	RhASF-10_1_1712 rank: C; long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8] (db=kegg)		380			RhASF-10_1_1712 rank: C; long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8] (db=kegg)	1.0	0.999	27	469	469	469	55	62	51	87	105	109	55	62	51	87	105	109	55	62	51	87	105	109	1578214.6	1564687.1	1569284.6	5356216.0	4995746.0	5729433.5	205451.62	199373.67	200144.92	630722.25	529026.4	634446.9	
RhASF-10_1_1713	RhASF-10_1_1713 rank: C; repressor LexA [EC:3.4.21.88] (db=kegg)	RhASF-10_1_1713 rank: C; repressor LexA [EC:3.4.21.88] (db=kegg)		270			RhASF-10_1_1713 rank: C; repressor LexA [EC:3.4.21.88] (db=kegg)	1.0	0.999	11	296	296	296	47	50	54	51	44	50	47	50	54	51	44	50	47	50	54	51	44	50	1137168.6	1095403.0	1269146.9	1563119.8	1079730.5	1492218.0	196851.7	178639.28	199078.39	269550.84	173164.14	247019.72	
RhASF-10_1_1715	RhASF-10_1_1715 rank: C; transcriptional repressor NrdR (db=kegg)	RhASF-10_1_1715 rank: C; transcriptional repressor NrdR (db=kegg)		154			RhASF-10_1_1715 rank: C; transcriptional repressor NrdR (db=kegg)	1.0	0.999	8	76	76	76	10	15	17	15	8	11	10	15	17	15	8	11	10	15	17	15	8	11	206059.23	205674.73	226583.3	249069.31	471223.66	255045.27	49178.844	50910.89	52397.414	60534.715	48753.133	59102.918	
RhASF-10_1_1716	RhASF-10_1_1716 rank: C; ATP-dependent RNA helicase HrpA [EC:5.6.2.6] (db=kegg)	RhASF-10_1_1716 rank: C; ATP-dependent RNA helicase HrpA [EC:5.6.2.6] (db=kegg)		1298			RhASF-10_1_1716 rank: C; ATP-dependent RNA helicase HrpA [EC:5.6.2.6] (db=kegg)	1.0	0.999	46	418	418	418	69	84	87	57	57	64	69	84	87	57	57	64	69	84	87	57	57	64	1334525.8	1295552.0	1338466.1	915200.75	1271102.0	1000592.9	120621.914	119238.09	119002.9	91810.08	91462.125	95149.59	
RhASF-10_1_1717	RhASF-10_1_1717 rank: D; FAR-17a/AIG1-like protein [PF04750.19] (db=pfam)	RhASF-10_1_1717 rank: D; FAR-17a/AIG1-like protein [PF04750.19] (db=pfam)		224			RhASF-10_1_1717 rank: D; FAR-17a/AIG1-like protein [PF04750.19] (db=pfam)	0.987	0.999	1	13	13	13	4	1	2	2	1	3	4	1	2	2	1	3	4	1	2	2	1	3	28926.734	32848.293	31888.018	78099.5	78890.23	91036.55	0.0	0.0	0.0	0.0	0.0	0.0	
RhASF-10_1_1718	RhASF-10_1_1718 rank: D; Aminotransferase class-III [PF00202.26] (db=pfam)	RhASF-10_1_1718 rank: D; Aminotransferase class-III [PF00202.26] (db=pfam)		419			RhASF-10_1_1718 rank: D; Aminotransferase class-III [PF00202.26] (db=pfam)	1.0	0.999	22	500	500	500	91	96	105	88	53	67	91	96	105	88	53	67	91	96	105	88	53	67	3389173.0	3544995.5	3504755.0	3107155.2	2112113.0	3117824.8	508754.66	516309.66	528085.56	450817.62	377105.16	456938.8	
RhASF-10_1_1719	RhASF-10_1_1719 rank: E	RhASF-10_1_1719 rank: E		76			RhASF-10_1_1719 rank: E	0.9998	0.999	2	30	30	30	5	2	5	7	5	6	5	2	5	7	5	6	5	2	5	7	5	6	53561.43	61422.477	53469.105	74322.84	87957.57	67628.31	0.0	56793.527	0.0	62375.406	79433.45	61334.137	
RhASF-10_1_172	RhASF-10_1_172 rank: C; alanine dehydrogenase [EC:1.4.1.1] (db=kegg)	RhASF-10_1_172 rank: C; alanine dehydrogenase [EC:1.4.1.1] (db=kegg)		360			RhASF-10_1_172 rank: C; alanine dehydrogenase [EC:1.4.1.1] (db=kegg)	1.0	0.999	7	35	35	35	1	2	0	8	11	13	1	2	0	8	11	13	1	2	0	8	11	13	32363.562	25654.6	28902.941	188001.22	108375.33	153723.36	12444.18	12725.113	10337.658	45795.48	28879.701	35646.016	
RhASF-10_1_1720	RhASF-10_1_1720 rank: E	RhASF-10_1_1720 rank: E		224			RhASF-10_1_1720 rank: E	1.0	0.999	7	47	47	47	9	9	10	4	8	7	9	9	10	4	8	7	9	9	10	4	8	7	192332.02	191548.42	186413.08	153808.45	121477.51	182119.64	66025.664	66065.73	69718.125	59591.297	52552.66	61150.41	
RhASF-10_1_1721	RhASF-10_1_1721 rank: D; Phenazine biosynthesis-like protein [PF02567.21] (db=pfam)	RhASF-10_1_1721 rank: D; Phenazine biosynthesis-like protein [PF02567.21] (db=pfam)		223			RhASF-10_1_1721 rank: D; Phenazine biosynthesis-like protein [PF02567.21] (db=pfam)	1.0	0.999	6	140	140	140	24	23	26	24	23	20	24	23	26	24	23	20	24	23	26	24	23	20	491848.53	468267.06	491697.03	641463.06	457040.66	703434.1	123252.28	117923.68	123849.73	159517.48	138161.3	174682.94	
